Order ID,Date,Year,Quarter,Month,Region,State,City,Product Category,Product Subcategory,Product Name,Sales Channel,Customer Segment,Customer Age Group,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Payment Method,Shipping Type,Order Priority
30276,2024-10-05,2024,Q4,Oct,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Online,Consumer,18-25,1,809,0.0,809.0,514.36,294.64,Digital Wallet,Express,Medium
30277,2024-05-16,2024,Q2,May,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Distributor,Consumer,50+,8,765,0.05,5814.0,4129.05,1684.95,Cash,Express,High
30278,2024-10-15,2024,Q4,Oct,South,Florida,Miami,Electronics,Phone,Galaxy Max,Retail,Small Business,26-35,11,482,0.1,4771.8,3288.99,1482.81,Card,Express,Critical
30279,2024-04-30,2024,Q2,Apr,West,California,Los Angeles,Accessories,Mouse,ClickPro,Retail,Consumer,50+,14,267,0.15,3177.3,1984.64,1192.66,Bank Transfer,Standard,Critical
30280,2024-12-27,2024,Q4,Dec,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Distributor,Corporate,26-35,12,263,0.0,3156.0,1941.65,1214.35,Digital Wallet,Express,Critical
30281,2024-09-19,2024,Q3,Sep,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Distributor,Corporate,50+,14,412,0.15,4902.8,3194.02,1708.78,Digital Wallet,Standard,Low
30282,2024-08-11,2024,Q3,Aug,West,California,Los Angeles,Electronics,Phone,Galaxy Max,Retail,Corporate,36-50,1,204,0.05,193.8,131.54,62.26,Digital Wallet,Same-Day,High
30283,2024-03-14,2024,Q1,Mar,West,Washington,Seattle,Accessories,Headphones,SoundMax,Online,Small Business,18-25,5,786,0.1,3537.0,2066.15,1470.85,Cash,Same-Day,High
30284,2024-06-09,2024,Q2,Jun,Midwest,Michigan,Detroit,Furniture,Desk,WorkDesk Pro,Online,Consumer,50+,12,741,0.0,8892.0,6632.79,2259.21,Cash,Express,Critical
30285,2024-04-08,2024,Q2,Apr,West,California,Los Angeles,Accessories,Headphones,SoundMax,Retail,Small Business,50+,13,433,0.0,5629.0,3988.9,1640.1,Bank Transfer,Standard,Medium
30286,2024-05-11,2024,Q2,May,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Online,Small Business,18-25,1,1150,0.15,977.5,641.48,336.02,Bank Transfer,Standard,Medium
30287,2024-02-20,2024,Q1,Feb,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,Online,Consumer,36-50,12,1111,0.05,12665.4,7023.12,5642.28,Bank Transfer,Same-Day,Medium
30288,2024-02-04,2024,Q1,Feb,Midwest,Ohio,Columbus,Furniture,Desk,WorkDesk Pro,Retail,Corporate,18-25,13,935,0.15,10331.75,5900.06,4431.69,Cash,Express,Medium
30289,2024-05-10,2024,Q2,May,Midwest,Ohio,Columbus,Furniture,Chair,ComfortSeat,Online,Small Business,36-50,15,1120,0.05,15960.0,9326.48,6633.52,Card,Standard,High
30290,2024-06-06,2024,Q2,Jun,South,Florida,Miami,Accessories,Mouse,ClickPro,Retail,Corporate,36-50,8,631,0.1,4543.2,3123.6,1419.6,Card,Standard,Critical
30291,2024-01-01,2024,Q1,Jan,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Online,Small Business,18-25,7,105,0.15,624.75,423.0,201.75,Digital Wallet,Standard,Medium
30292,2024-08-21,2024,Q3,Aug,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Retail,Small Business,50+,14,854,0.15,10162.6,6230.13,3932.47,Card,Same-Day,Medium
30293,2024-11-20,2024,Q4,Nov,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Retail,Consumer,50+,8,755,0.0,6040.0,4186.05,1853.95,Card,Standard,Low
30294,2024-04-08,2024,Q2,Apr,West,California,Los Angeles,Furniture,Cabinet,StoragePlus,Online,Consumer,18-25,3,712,0.0,2136.0,1595.73,540.27,Bank Transfer,Standard,Critical
30295,2024-12-17,2024,Q4,Dec,South,Texas,Dallas,Accessories,Mouse,ClickPro,Online,Small Business,18-25,14,152,0.0,2128.0,1368.51,759.49,Bank Transfer,Same-Day,Critical
30296,2024-08-08,2024,Q3,Aug,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Retail,Consumer,36-50,15,865,0.15,11028.75,7702.6,3326.15,Digital Wallet,Same-Day,Low
30297,2024-05-24,2024,Q2,May,West,Washington,Seattle,Furniture,Desk,WorkDesk Pro,Online,Consumer,36-50,1,1171,0.1,1053.9,674.26,379.64,Bank Transfer,Standard,Critical
30298,2024-10-14,2024,Q4,Oct,Northeast,New York,New York,Accessories,Headphones,SoundMax,Retail,Consumer,50+,3,688,0.1,1857.6,1384.37,473.23,Cash,Standard,High
30299,2024-03-06,2024,Q1,Mar,South,Florida,Miami,Furniture,Cabinet,StoragePlus,Retail,Small Business,18-25,8,737,0.05,5601.2,3820.65,1780.55,Card,Same-Day,High
30300,2024-03-12,2024,Q1,Mar,South,Texas,Dallas,Electronics,Laptop,UltraBook Pro,Distributor,Small Business,50+,9,827,0.0,7443.0,4814.43,2628.57,Digital Wallet,Same-Day,Medium
30301,2024-06-08,2024,Q2,Jun,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Online,Corporate,50+,10,928,0.1,8352.0,5311.04,3040.96,Bank Transfer,Express,Low
30302,2024-11-29,2024,Q4,Nov,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Distributor,Corporate,18-25,1,118,0.05,112.1,69.71,42.39,Card,Express,Medium
30303,2024-12-12,2024,Q4,Dec,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Online,Corporate,18-25,14,867,0.15,10317.3,6076.08,4241.22,Card,Standard,High
30304,2024-04-20,2024,Q2,Apr,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Retail,Consumer,18-25,15,877,0.15,11181.75,8025.5,3156.25,Bank Transfer,Standard,Medium
30305,2024-09-26,2024,Q3,Sep,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Online,Corporate,50+,10,886,0.05,8417.0,5889.82,2527.18,Digital Wallet,Express,Low
30306,2024-04-20,2024,Q2,Apr,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Retail,Consumer,26-35,10,796,0.1,7164.0,4407.46,2756.54,Bank Transfer,Same-Day,Critical
30307,2024-06-09,2024,Q2,Jun,Northeast,New York,New York,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,18-25,12,826,0.15,8425.2,5512.89,2912.31,Digital Wallet,Standard,Medium
30308,2024-04-13,2024,Q2,Apr,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Online,Small Business,18-25,14,1022,0.0,14308.0,10528.57,3779.43,Digital Wallet,Standard,Medium
30309,2024-09-28,2024,Q3,Sep,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Retail,Consumer,26-35,3,882,0.1,2381.4,1722.85,658.55,Digital Wallet,Same-Day,High
30310,2024-11-15,2024,Q4,Nov,South,Florida,Miami,Accessories,Keyboard,KeyPro,Retail,Consumer,18-25,7,486,0.0,3402.0,2084.46,1317.54,Cash,Same-Day,Medium
30311,2024-02-24,2024,Q1,Feb,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Online,Small Business,26-35,15,676,0.1,9126.0,5928.48,3197.52,Card,Same-Day,Medium
30312,2024-05-04,2024,Q2,May,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Online,Consumer,50+,8,909,0.0,7272.0,5064.65,2207.35,Digital Wallet,Same-Day,Medium
30313,2024-04-19,2024,Q2,Apr,Northeast,New York,New York,Furniture,Cabinet,StoragePlus,Distributor,Consumer,36-50,6,739,0.0,4434.0,3156.29,1277.71,Cash,Express,Medium
30314,2024-07-22,2024,Q3,Jul,Northeast,Pennsylvania,Philadelphia,Furniture,Chair,ComfortSeat,Retail,Small Business,26-35,12,775,0.05,8835.0,6248.13,2586.87,Cash,Standard,Medium
30315,2024-10-16,2024,Q4,Oct,South,Texas,Dallas,Accessories,Headphones,SoundMax,Online,Small Business,36-50,13,448,0.05,5532.8,3860.79,1672.01,Bank Transfer,Express,Critical
30316,2024-02-11,2024,Q1,Feb,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Distributor,Consumer,36-50,12,88,0.0,1056.0,618.74,437.26,Cash,Standard,Medium
30317,2024-08-06,2024,Q3,Aug,Midwest,Ohio,Columbus,Furniture,Desk,WorkDesk Pro,Retail,Consumer,26-35,15,313,0.0,4695.0,3283.66,1411.34,Digital Wallet,Standard,Critical
30318,2024-10-28,2024,Q4,Oct,Northeast,Massachusetts,Boston,Accessories,Keyboard,KeyPro,Online,Small Business,50+,5,795,0.1,3577.5,2355.23,1222.27,Bank Transfer,Standard,Critical
30319,2024-05-08,2024,Q2,May,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Retail,Corporate,26-35,4,236,0.05,896.8,557.44,339.36,Cash,Express,High
30320,2024-04-29,2024,Q2,Apr,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Distributor,Small Business,26-35,6,834,0.15,4253.4,2965.3,1288.1,Bank Transfer,Express,Medium
30321,2024-03-05,2024,Q1,Mar,Northeast,Massachusetts,Boston,Furniture,Desk,WorkDesk Pro,Retail,Consumer,36-50,1,1052,0.05,999.4,701.73,297.67,Card,Same-Day,Medium
30322,2024-10-31,2024,Q4,Oct,Midwest,Illinois,Chicago,Electronics,Tablet,Tab Elite,Retail,Consumer,26-35,7,327,0.0,2289.0,1389.52,899.48,Bank Transfer,Express,Medium
30323,2024-11-05,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Furniture,Desk,WorkDesk Pro,Retail,Corporate,18-25,11,641,0.0,7051.0,4584.72,2466.28,Digital Wallet,Same-Day,Low
30324,2024-09-06,2024,Q3,Sep,West,Colorado,Denver,Accessories,Keyboard,KeyPro,Distributor,Small Business,26-35,2,363,0.1,653.4,378.53,274.87,Cash,Same-Day,Medium
30325,2024-11-01,2024,Q4,Nov,Northeast,New York,New York,Furniture,Desk,WorkDesk Pro,Retail,Corporate,26-35,3,684,0.1,1846.8,1354.82,491.98,Cash,Express,Critical
30326,2024-12-01,2024,Q4,Dec,South,Florida,Miami,Accessories,Mouse,ClickPro,Distributor,Corporate,36-50,6,935,0.05,5329.5,3880.14,1449.36,Cash,Same-Day,Low
30327,2024-08-14,2024,Q3,Aug,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Online,Consumer,18-25,2,1149,0.0,2298.0,1523.1,774.9,Digital Wallet,Standard,Medium
30328,2024-02-24,2024,Q1,Feb,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Retail,Corporate,18-25,8,676,0.15,4596.8,3000.15,1596.65,Card,Express,Low
30329,2024-06-17,2024,Q2,Jun,South,Florida,Miami,Accessories,Mouse,ClickPro,Online,Consumer,18-25,7,1173,0.1,7389.9,5087.6,2302.3,Cash,Standard,Low
30330,2024-10-13,2024,Q4,Oct,West,California,Los Angeles,Accessories,Keyboard,KeyPro,Online,Consumer,18-25,4,989,0.0,3956.0,2473.24,1482.76,Digital Wallet,Express,High
30331,2024-10-24,2024,Q4,Oct,South,Texas,Dallas,Electronics,Laptop,UltraBook Pro,Online,Small Business,36-50,2,1112,0.05,2112.8,1537.55,575.25,Digital Wallet,Express,Low
30332,2024-12-10,2024,Q4,Dec,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Retail,Small Business,50+,15,376,0.05,5358.0,3545.94,1812.06,Cash,Express,Low
30333,2024-11-17,2024,Q4,Nov,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Retail,Corporate,26-35,11,815,0.15,7620.25,5526.52,2093.73,Cash,Express,Medium
30334,2024-03-04,2024,Q1,Mar,West,Washington,Seattle,Electronics,Phone,Galaxy Max,Distributor,Small Business,50+,5,998,0.1,4491.0,2653.73,1837.27,Card,Express,Low
30335,2024-09-29,2024,Q3,Sep,South,Texas,Dallas,Accessories,Headphones,SoundMax,Retail,Corporate,50+,10,148,0.0,1480.0,862.08,617.92,Digital Wallet,Same-Day,High
30336,2024-01-15,2024,Q1,Jan,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Online,Small Business,26-35,15,489,0.1,6601.5,4739.86,1861.64,Digital Wallet,Same-Day,Critical
30337,2024-05-23,2024,Q2,May,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Distributor,Consumer,18-25,2,371,0.1,667.8,434.74,233.06,Digital Wallet,Express,Medium
30338,2024-12-12,2024,Q4,Dec,Northeast,New York,New York,Electronics,Phone,Galaxy Max,Online,Corporate,36-50,15,1124,0.0,16860.0,11153.7,5706.3,Digital Wallet,Express,High
30339,2024-05-19,2024,Q2,May,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Retail,Consumer,50+,13,31,0.05,382.85,213.69,169.16,Bank Transfer,Same-Day,Medium
30340,2024-04-30,2024,Q2,Apr,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Online,Small Business,36-50,5,257,0.15,1092.25,765.58,326.67,Cash,Standard,Critical
30341,2024-09-25,2024,Q3,Sep,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Online,Small Business,50+,14,864,0.15,10281.6,6936.16,3345.44,Cash,Same-Day,Low
30342,2024-05-26,2024,Q2,May,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Online,Consumer,18-25,13,1121,0.15,12387.05,8572.19,3814.86,Cash,Standard,High
30343,2024-08-24,2024,Q3,Aug,West,California,Los Angeles,Electronics,Phone,Galaxy Max,Online,Corporate,36-50,3,763,0.0,2289.0,1548.93,740.07,Bank Transfer,Express,Critical
30344,2024-01-07,2024,Q1,Jan,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Online,Corporate,36-50,3,917,0.1,2475.9,1576.1,899.8,Cash,Express,Critical
30345,2024-12-17,2024,Q4,Dec,Northeast,Massachusetts,Boston,Furniture,Cabinet,StoragePlus,Distributor,Consumer,50+,15,581,0.05,8279.25,5564.26,2714.99,Cash,Standard,Critical
30346,2024-06-30,2024,Q2,Jun,Northeast,New York,New York,Accessories,Headphones,SoundMax,Online,Corporate,18-25,1,165,0.05,156.75,89.5,67.25,Digital Wallet,Express,High
30347,2024-02-11,2024,Q1,Feb,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,Retail,Consumer,18-25,14,1101,0.0,15414.0,9661.12,5752.88,Cash,Standard,High
30348,2024-10-12,2024,Q4,Oct,South,Georgia,Atlanta,Electronics,Phone,Galaxy Max,Retail,Corporate,18-25,9,840,0.15,6426.0,4429.86,1996.14,Bank Transfer,Express,Medium
30349,2024-12-22,2024,Q4,Dec,South,Florida,Miami,Accessories,Headphones,SoundMax,Distributor,Corporate,50+,11,675,0.05,7053.75,4110.12,2943.63,Card,Same-Day,Medium
30350,2024-01-11,2024,Q1,Jan,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Retail,Corporate,50+,13,509,0.15,5624.45,3288.22,2336.23,Card,Same-Day,Low
30351,2024-11-14,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Furniture,Chair,ComfortSeat,Online,Small Business,26-35,11,1184,0.15,11070.4,7458.36,3612.04,Bank Transfer,Standard,Critical
30352,2024-02-27,2024,Q1,Feb,West,Colorado,Denver,Accessories,Mouse,ClickPro,Retail,Small Business,26-35,2,132,0.15,224.4,160.48,63.92,Card,Standard,Low
30353,2024-12-17,2024,Q4,Dec,Northeast,New York,New York,Electronics,Tablet,Tab Elite,Retail,Corporate,18-25,4,213,0.1,766.8,454.12,312.68,Bank Transfer,Standard,Medium
30354,2024-07-21,2024,Q3,Jul,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Distributor,Corporate,50+,7,504,0.15,2998.8,2197.41,801.39,Cash,Standard,High
30355,2024-10-23,2024,Q4,Oct,Midwest,Illinois,Chicago,Furniture,Chair,ComfortSeat,Retail,Corporate,36-50,14,1063,0.1,13393.8,8057.53,5336.27,Digital Wallet,Express,Medium
30356,2024-03-31,2024,Q1,Mar,Midwest,Michigan,Detroit,Furniture,Cabinet,StoragePlus,Retail,Corporate,36-50,14,397,0.15,4724.3,2683.55,2040.75,Cash,Standard,Critical
30357,2024-02-01,2024,Q1,Feb,Northeast,Massachusetts,Boston,Furniture,Cabinet,StoragePlus,Retail,Small Business,18-25,2,1084,0.0,2168.0,1271.26,896.74,Cash,Same-Day,Critical
30358,2024-03-03,2024,Q1,Mar,Northeast,Pennsylvania,Philadelphia,Electronics,Laptop,UltraBook Pro,Distributor,Small Business,36-50,3,303,0.05,863.55,589.35,274.2,Cash,Standard,Critical
30359,2024-10-21,2024,Q4,Oct,Northeast,Massachusetts,Boston,Electronics,Phone,Galaxy Max,Distributor,Corporate,36-50,12,987,0.0,11844.0,6880.78,4963.22,Cash,Express,High
30360,2024-05-14,2024,Q2,May,West,Washington,Seattle,Electronics,Phone,Galaxy Max,Retail,Corporate,26-35,3,1016,0.0,3048.0,1746.31,1301.69,Card,Express,High
30361,2024-06-11,2024,Q2,Jun,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Distributor,Corporate,50+,15,170,0.15,2167.5,1261.81,905.69,Bank Transfer,Express,Critical
30362,2024-12-11,2024,Q4,Dec,South,Texas,Dallas,Furniture,Cabinet,StoragePlus,Distributor,Consumer,50+,14,915,0.1,11529.0,6573.75,4955.25,Bank Transfer,Standard,Low
30363,2024-02-13,2024,Q1,Feb,West,Colorado,Denver,Accessories,Headphones,SoundMax,Retail,Consumer,50+,3,752,0.05,2143.2,1413.15,730.05,Cash,Standard,Low
30364,2024-06-20,2024,Q2,Jun,Northeast,Pennsylvania,Philadelphia,Furniture,Cabinet,StoragePlus,Distributor,Consumer,50+,4,1154,0.1,4154.4,2359.78,1794.62,Bank Transfer,Express,Medium
30365,2024-11-02,2024,Q4,Nov,West,Colorado,Denver,Electronics,Tablet,Tab Elite,Retail,Corporate,18-25,12,840,0.0,10080.0,5612.0,4468.0,Digital Wallet,Same-Day,Low
30366,2024-03-31,2024,Q1,Mar,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Distributor,Small Business,18-25,1,906,0.15,770.1,446.78,323.32,Card,Express,Low
30367,2024-11-17,2024,Q4,Nov,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Retail,Consumer,18-25,2,647,0.1,1164.6,706.24,458.36,Cash,Express,Low
30368,2024-05-07,2024,Q2,May,Northeast,Pennsylvania,Philadelphia,Furniture,Cabinet,StoragePlus,Retail,Consumer,18-25,5,1035,0.0,5175.0,3147.38,2027.62,Digital Wallet,Express,Critical
30369,2024-03-02,2024,Q1,Mar,Midwest,Michigan,Detroit,Furniture,Cabinet,StoragePlus,Online,Corporate,50+,7,938,0.15,5581.1,3959.31,1621.79,Bank Transfer,Standard,Low
30370,2024-06-03,2024,Q2,Jun,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Retail,Small Business,50+,8,989,0.1,7120.8,4493.4,2627.4,Card,Same-Day,High
30371,2024-03-30,2024,Q1,Mar,South,Texas,Dallas,Electronics,Laptop,UltraBook Pro,Distributor,Consumer,18-25,10,1131,0.0,11310.0,7096.83,4213.17,Card,Same-Day,Medium
30372,2024-10-19,2024,Q4,Oct,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Retail,Consumer,18-25,10,545,0.05,5177.5,3393.7,1783.8,Card,Same-Day,High
30373,2024-03-18,2024,Q1,Mar,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Online,Small Business,50+,5,909,0.05,4317.75,2496.27,1821.48,Card,Express,Critical
30374,2024-01-20,2024,Q1,Jan,South,Georgia,Atlanta,Electronics,Tablet,Tab Elite,Retail,Small Business,26-35,12,1043,0.15,10638.6,7307.33,3331.27,Bank Transfer,Standard,Critical
30375,2024-10-18,2024,Q4,Oct,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Online,Small Business,50+,4,936,0.1,3369.6,2509.34,860.26,Card,Express,Critical
30376,2024-03-26,2024,Q1,Mar,West,Washington,Seattle,Furniture,Cabinet,StoragePlus,Online,Small Business,36-50,14,301,0.05,4003.3,2230.29,1773.01,Cash,Standard,High
30377,2024-10-04,2024,Q4,Oct,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Distributor,Corporate,18-25,9,348,0.1,2818.8,1835.02,983.78,Digital Wallet,Standard,High
30378,2024-10-17,2024,Q4,Oct,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Retail,Small Business,26-35,5,413,0.15,1755.25,1110.74,644.51,Cash,Express,High
30379,2024-01-24,2024,Q1,Jan,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Online,Consumer,18-25,2,221,0.05,419.9,309.67,110.23,Digital Wallet,Same-Day,Critical
30380,2024-02-10,2024,Q1,Feb,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Retail,Consumer,18-25,2,1068,0.15,1815.6,1304.22,511.38,Digital Wallet,Standard,High
30381,2024-01-25,2024,Q1,Jan,South,Florida,Miami,Furniture,Chair,ComfortSeat,Online,Corporate,36-50,9,632,0.15,4834.8,3171.45,1663.35,Bank Transfer,Standard,Medium
30382,2024-07-01,2024,Q3,Jul,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Online,Consumer,50+,13,979,0.1,11454.3,6578.19,4876.11,Cash,Same-Day,Critical
30383,2024-07-03,2024,Q3,Jul,South,Georgia,Atlanta,Accessories,Keyboard,KeyPro,Distributor,Consumer,50+,4,140,0.05,532.0,326.32,205.68,Digital Wallet,Same-Day,High
30384,2024-02-04,2024,Q1,Feb,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Distributor,Small Business,26-35,15,363,0.15,4628.25,2782.19,1846.06,Bank Transfer,Express,High
30385,2024-08-31,2024,Q3,Aug,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Retail,Corporate,18-25,11,1027,0.0,11297.0,6428.84,4868.16,Digital Wallet,Express,Medium
30386,2024-07-13,2024,Q3,Jul,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,Retail,Small Business,26-35,12,108,0.1,1166.4,721.22,445.18,Cash,Standard,Low
30387,2024-12-12,2024,Q4,Dec,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Online,Small Business,18-25,4,567,0.15,1927.8,1385.67,542.13,Cash,Standard,High
30388,2024-09-18,2024,Q3,Sep,Northeast,New York,New York,Accessories,Keyboard,KeyPro,Online,Consumer,26-35,11,1141,0.15,10668.35,6883.93,3784.42,Digital Wallet,Express,Critical
30389,2024-01-01,2024,Q1,Jan,South,Texas,Dallas,Accessories,Mouse,ClickPro,Distributor,Corporate,36-50,10,683,0.05,6488.5,4777.2,1711.3,Card,Same-Day,Low
30390,2024-03-06,2024,Q1,Mar,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,Online,Consumer,26-35,8,558,0.05,4240.8,2704.2,1536.6,Cash,Express,High
30391,2024-09-26,2024,Q3,Sep,West,Washington,Seattle,Electronics,Phone,Galaxy Max,Distributor,Consumer,26-35,3,245,0.1,661.5,414.65,246.85,Bank Transfer,Standard,Medium
30392,2024-09-20,2024,Q3,Sep,Northeast,New York,New York,Accessories,Mouse,ClickPro,Distributor,Small Business,18-25,1,855,0.15,726.75,499.0,227.75,Cash,Same-Day,Medium
30393,2024-03-28,2024,Q1,Mar,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Online,Corporate,36-50,9,301,0.05,2573.55,1590.2,983.35,Bank Transfer,Express,Critical
30394,2024-10-22,2024,Q4,Oct,Northeast,New York,New York,Furniture,Desk,WorkDesk Pro,Online,Small Business,18-25,1,1163,0.05,1104.85,652.46,452.39,Bank Transfer,Standard,Low
30395,2024-07-17,2024,Q3,Jul,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Online,Consumer,18-25,7,549,0.05,3650.85,2510.99,1139.86,Digital Wallet,Same-Day,Critical
30396,2024-07-23,2024,Q3,Jul,West,California,Los Angeles,Accessories,Mouse,ClickPro,Distributor,Consumer,26-35,13,159,0.15,1756.95,1244.31,512.64,Card,Express,High
30397,2024-05-23,2024,Q2,May,Northeast,New York,New York,Accessories,Headphones,SoundMax,Online,Corporate,18-25,3,995,0.0,2985.0,1758.12,1226.88,Cash,Standard,High
30398,2024-10-12,2024,Q4,Oct,South,Texas,Dallas,Accessories,Mouse,ClickPro,Distributor,Small Business,18-25,4,1117,0.15,3797.8,2744.51,1053.29,Bank Transfer,Same-Day,High
30399,2024-07-27,2024,Q3,Jul,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Distributor,Small Business,18-25,8,99,0.15,673.2,452.37,220.83,Card,Express,Critical
30400,2024-12-03,2024,Q4,Dec,Northeast,Pennsylvania,Philadelphia,Accessories,Mouse,ClickPro,Distributor,Small Business,18-25,13,134,0.15,1480.7,939.67,541.03,Cash,Same-Day,Medium
30401,2024-07-08,2024,Q3,Jul,Northeast,New York,New York,Electronics,Tablet,Tab Elite,Retail,Corporate,36-50,8,681,0.1,4903.2,3265.28,1637.92,Bank Transfer,Standard,High
30402,2024-09-14,2024,Q3,Sep,Midwest,Illinois,Chicago,Furniture,Desk,WorkDesk Pro,Distributor,Small Business,26-35,5,133,0.05,631.75,348.2,283.55,Cash,Standard,Low
30403,2024-02-29,2024,Q1,Feb,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Online,Small Business,36-50,11,1044,0.0,11484.0,7471.59,4012.41,Cash,Express,Critical
30404,2024-07-13,2024,Q3,Jul,Midwest,Ohio,Columbus,Electronics,Tablet,Tab Elite,Distributor,Small Business,36-50,12,440,0.05,5016.0,2904.0,2112.0,Bank Transfer,Standard,Low
30405,2024-11-11,2024,Q4,Nov,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Retail,Small Business,36-50,7,883,0.15,5253.85,2924.4,2329.45,Card,Standard,Critical
30406,2024-05-07,2024,Q2,May,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,Online,Consumer,26-35,15,420,0.1,5670.0,3909.79,1760.21,Digital Wallet,Same-Day,High
30407,2024-09-29,2024,Q3,Sep,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Distributor,Consumer,26-35,9,160,0.0,1440.0,1026.58,413.42,Cash,Standard,Critical
30408,2024-06-14,2024,Q2,Jun,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Online,Corporate,18-25,10,266,0.1,2394.0,1366.68,1027.32,Cash,Same-Day,High
30409,2024-02-28,2024,Q1,Feb,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Online,Consumer,50+,2,268,0.1,482.4,324.59,157.81,Digital Wallet,Express,Medium
30410,2024-06-30,2024,Q2,Jun,West,California,Los Angeles,Furniture,Cabinet,StoragePlus,Distributor,Small Business,36-50,10,1026,0.15,8721.0,5411.35,3309.65,Card,Same-Day,Low
30411,2024-08-24,2024,Q3,Aug,West,Washington,Seattle,Accessories,Headphones,SoundMax,Online,Consumer,26-35,5,323,0.0,1615.0,958.76,656.24,Cash,Standard,Critical
30412,2024-10-08,2024,Q4,Oct,South,Florida,Miami,Electronics,Phone,Galaxy Max,Online,Corporate,36-50,10,670,0.1,6030.0,4403.41,1626.59,Cash,Express,Critical
30413,2024-09-01,2024,Q3,Sep,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Retail,Corporate,18-25,12,685,0.0,8220.0,5806.36,2413.64,Digital Wallet,Same-Day,Critical
30414,2024-06-01,2024,Q2,Jun,Northeast,Pennsylvania,Philadelphia,Electronics,Laptop,UltraBook Pro,Retail,Small Business,18-25,4,561,0.15,1907.4,1281.65,625.75,Digital Wallet,Same-Day,High
